dt,Цена на арматуру,CHMF_price,CHMF_volume,MAGN_price,MAGN_volume,NLMK_price,NLMK_volume,Ключевая ставка,Курс $,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Цена на бензин,Цена на дт
2021-10-25,73000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-11-01,77000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-11-08,79000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-11-15,78000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-11-22,72500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-11-29,64000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-12-06,61500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-12-13,60500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-12-20,61500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2021-12-27,62500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-01-03,63500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-01-10,63500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-01-17,63700,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-01-24,62500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-01-31,62900,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-02-07,65000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-02-14,65500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-02-21,69000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-02-28,78000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-03-07,77000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-03-14,74000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-03-21,67000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-03-28,69500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-04-04,69500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-04-11,67500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-04-18,64000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-04-25,61500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-05-02,58000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-05-09,56000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-05-16,54000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-05-23,50000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-05-30,46000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-06-06,43500,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-06-13,42000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-06-20,43000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-06-27,44000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-07-04,45000,-313.20000000000005,985720.0,7259.0,10740000.0,-52.10000000000002,8130000.0,2.25,-3.697199999999995,3200.0,-7.0,-1632.0,-3562.0,-2067.0,-72.0,-72.5,3350.0,-75.0,-4.0,-2.0,-70.0,40.0,3250.0,-2361.0,-80.5,5000.0,6650.0,-1946.0,1675.0,-52.0,125.0,10365.0,2400.0,309.0,2775.0,13.5,-2702.0,3000.0,10.0,3060.0,2850.0,-37.5,-30.5,4115.0,10349.0,-42.0,81.0,159.0,67.0,-62.0,-31.5,1.6299999999999957,1.009999999999998
2022-07-11,45500,-696.1999999999999,297260.0,3075.0,-19860000.0,-75.97999999999999,1020000.0,2.75,-9.521499999999996,-2900.0,-32.0,-8898.0,-8841.0,-9103.0,10.0,-5.0,-3000.0,4.5,-35.0,-33.0,50.0,-117.0,-3000.0,-8515.0,12.5,-3500.0,-10500.0,-9698.0,-1400.0,-108.0,-2650.0,3325.0,-10100.0,-145.0,-10775.0,-38.5,-7537.0,200.0,-40.0,-2290.0,-3000.0,55.0,-112.5,-8725.0,4950.0,-1722.0,56.0,74.0,-141.0,11.0,15.0,1.8399999999999963,3.940000000000005
2022-07-18,47000,-17.59999999999991,355020.0,2711.0,-19030000.0,-4.320000000000007,1560000.0,0.0,0.0,0.0,14.0,1939.0,1376.0,1160.0,-10.0,0.0,0.0,-10.0,5.0,11.0,-60.0,12.0,0.0,559.0,-10.0,0.0,0.0,422.0,0.0,20.0,0.0,3325.0,0.0,-30.0,0.0,10.0,789.0,0.0,11.0,0.0,0.0,-90.0,35.0,0.0,4950.0,0.0,56.0,74.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,47500,5.399999999999977,801230.0,2684.0,-3420000.0,1.2800000000000011,2930000.0,-1.5,0.0,0.0,-22.0,1755.0,289.0,1839.0,-5.0,32.5,0.0,-5.0,-22.0,-22.0,0.0,-5.0,0.0,937.0,-5.0,0.0,0.0,1564.0,0.0,0.0,0.0,3325.0,0.0,-15.0,0.0,-27.5,534.0,0.0,-22.0,0.0,0.0,0.0,20.0,0.0,4950.0,0.0,56.0,74.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,47500,5.399999999999977,801230.0,2684.0,-3420000.0,1.2800000000000011,2930000.0,-1.5,0.0,0.0,-22.0,1755.0,289.0,1839.0,-5.0,32.5,0.0,-5.0,-22.0,-22.0,0.0,-5.0,0.0,937.0,-5.0,0.0,0.0,1564.0,0.0,0.0,0.0,3325.0,0.0,-15.0,0.0,-27.5,534.0,0.0,-22.0,0.0,0.0,0.0,20.0,0.0,4950.0,0.0,56.0,74.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,49000,3.6000000000000227,529460.0,2381.0,-10550000.0,-1.3599999999999994,2960000.0,0.0,0.0,-1150.0,4.0,1817.0,3648.0,1699.0,-3.0,-10.0,-1000.0,-4.0,6.0,5.0,-5.0,-10.0,-750.0,2449.0,-3.0,-500.0,-3500.0,1920.0,-800.0,-10.0,-25.0,3350.0,-6650.0,-7.0,-250.0,0.0,2163.0,-500.0,5.0,-780.0,-1100.0,-25.0,-15.0,0.0,3405.0,0.0,41.0,51.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,47500,8.200000000000045,422710.0,2701.0,4670000.0,0.7999999999999972,2900000.0,0.0,0.0,0.0,36.0,447.0,266.0,307.0,0.0,20.0,0.0,0.0,37.0,35.0,0.0,15.0,0.0,678.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,3350.0,0.0,18.0,0.0,35.0,649.0,0.0,35.0,0.0,0.0,-5.0,10.0,0.0,3405.0,0.0,41.0,51.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,46500,4.600000000000023,255550.0,2690.0,-1800000.0,1.559999999999988,3280000.0,0.0,0.0,0.0,4.0,-134.0,49.0,398.0,-7.0,0.0,0.0,-7.0,4.0,3.0,-5.0,10.0,0.0,26.0,-7.0,0.0,0.0,308.0,0.0,-10.0,0.0,3350.0,0.0,26.0,0.0,2.5,114.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3405.0,0.0,41.0,51.0,0.0,0.0,0.0,0.0,0.0
