"dt","Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_3А, РФ CPT авто Центральный ФО, руб./т, без НДС","Лом_3А, РФ CPT авто Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_3А, РФ CPT авто Южный ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_Б26 легированный (Ni 9,3%), РФ CPT, руб./т, без НДС","ГБЖ_Россия, FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Чугун_FOB Бразилия Юг, $/т","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Чугун_FOB Россия Дальневосточные порты, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","Лом_3А, РФ FCA ж/д Кемеровская обл, руб./т, без НДС","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Чугун_CFR Западная Европа, $/т","Лом_3А, РФ FCA ж/д Челябинская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д ХМАО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Лом_3А, РФ FCA ж/д Самарская обл, руб./т, без НДС","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д Нижегородская обл, руб./т, без НДС","Чугун_CFR NOLA США, $/т","Лом_3А, РФ FCA ж/д Новосибирская обл, руб./т, без НДС","Лом_3А, РФ FCA ж/д Свердловская обл, руб./т, без НДС","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т"
"2021-05-24 00:00:00","8600","473","28524","28571","27865","213","675","7150","244","","","482","470","630","","535","6250","","","27588","","188","9500","","22250","26709","8475","640","","4675","10050","37600","165","14025","500","29303","7800","","","","507","665","","7870","6650","","657.5","","","670","12736","10537","4439","70","160","205","183.5","222.5"
"2021-05-31 00:00:00","8600","475","29326","28883","28807","189","672.5","7150","224","","","483","475","630","","518","6250","","","28134","","164","9500","","22250","27659","8475","640","","4675","10050","37600","180","14025","506","29809","7800","","","","510","635","","7870","6650","","657.5","","","667.5","13956","10279","4420","72","158","224","204","248.5"
"2021-06-07 00:00:00","8600","468","29672","28805","29278","207","662.5","7150","241","","","478","468","620","","508","6250","","","28352","","182","9500","","24750","28162","8475","635","","5390","12000","38350","190","16750","501.5","30160","7800","","","","503","635","","7870","6650","","652.5","","","660","13956","10279","4420","72","158","224","204","248.5"
"2021-06-14 00:00:00","8600","469","29561","28242","29330","213","656","7150","246","","","475","469","630","","515","6250","","","28373","","187","9500","","24750","28260","8475","635","","5390","12000","38350","196","16750","520","30148","7800","","","","504","635","","7870","6650","","669.5","","","653.5","13956","10279","4420","72","158","224","204","248.5"
"2021-06-21 00:00:00","8600","463","29375","27722","29190","219","661.5","7150","253","","","461","465","630","","515","6250","","","28202","","192","9500","","24750","28003","8475","640","","5390","12000","38350","201","16750","520","30128","7800","","","","500","635","","7870","6650","","657.5","","","658","13956","10279","4420","72","158","224","204","248.5"
"2021-06-28 00:00:00","8600","457","29065","26673","28969","214","655","7150","250","","","459","462","615","","513","6250","","","27807","","187","9500","","24750","27679","8475","605","","5390","12000","38350","211","16750","517.5","30111","7800","","","","497","635","","7870","6650","","642.5","","","652.5","16293","12288","5231","82","188","262","218","265"
"2021-07-05 00:00:00","11800","456","27776","25813","27889","218","660","10500","259","","","459","460","615","","518","9500","","","26924","","191","14500","","28500","26892","10150","600","","5475","12090","42500","220","16450","517.5","29662","10800","","","","498","635","","10930","9500","","641.5","","","670","16293","12288","5231","82","188","262","218","265"
"2021-07-12 00:00:00","11800","453","26909","25816","27063","220","662.5","10500","260","","","457","458","615","","518","9500","","","26257","","193","14500","","28500","25966","10150","585","","5475","12090","42500","227","16450","512.5","28463","10800","","","","496","627.5","","10930","9500","","625","","","667.5","16293","12288","5231","82","188","262","218","265"
"2021-07-19 00:00:00","11800","441","26080","25855","25804","220","658.5","10500","255","","","448","448","615","","508","9500","","","25358","","193","14500","","28500","24734","10150","605","","5475","12090","42500","233","16450","495","27589","10800","","","","486","627.5","","10930","9500","","632.5","","","645","16293","12288","5231","82","188","262","218","265"
"2021-07-26 00:00:00","11800","437","26272","24580","26161","209","655","10500","241","","","445","440","605","","508","9500","","","24725","","182","14500","","28500","24714","10150","608","","5475","12090","42500","236","16450","487.5","26726","10800","","","","480","585","","10930","9500","","632.5","","","637.5","16162","12403","5313","87","187","260","211","268"
"2021-08-02 00:00:00","11800","430","26890","23645","26351","196","647.5","10500","222","","","439","427","570","","503","9500","","","24886","","169","14500","","28500","25089","10150","590","","5475","12090","42500","240","16450","482.5","26656","10800","","","","472","585","","10930","9500","","607.5","","","635","16162","12403","5313","87","187","260","211","268"
"2021-08-09 00:00:00","11800","424","27101","24491","26706","178","605","10500","199","","","424","417","550","","500","9500","","","25215","","151","14500","","28500","25589","10150","565","","5750","12715","42500","245","17750","472.5","26812","10800","","","","464","575","","10930","9500","","587.5","","","592.5","16162","12403","5313","87","187","260","211","268"
"2021-08-16 00:00:00","11800","415","27849","24489","27356","163","577.5","10500","181","","","421","410","540","","495","9500","","","25672","","137","14500","","28500","26472","10150","540","","5750","12715","42500","252","17750","462.5","26824","10800","","","","457","555","","10930","9500","","586","","","577.5","16162","12403","5313","87","187","260","211","268"
"2021-08-23 00:00:00","11800","410","27941","24136","27394","149","567.5","10500","167","","","415","400","500","","500","9500","","","26077","","123","14500","","28500","26514","10150","500","","5750","12715","42500","261","17750","452.5","26890","10800","","","","452","545","","10930","9500","","562.5","","","562.5","16162","12403","5313","87","187","260","211","268"
"2021-08-30 00:00:00","11800","406","28185","24175","27420","149","552.5","10500","163","","","413","396","485","","500","9500","","","25998","","123","14500","","28500","26654","10150","500","","5750","12715","42500","280","17750","447.5","26960","10800","","","","448","535","","10930","9500","","531","","","537.5","17343","12649","5581","97","192","278","153","211.5"
"2021-09-06 00:00:00","11800","405","28241","24250","27418","148","498.5","10500","160","","","413","394","480","","483","9500","","","25879","","122","14500","","28500","26541","10150","505","","4675","10365","40000","306","15600","445.5","27339","10800","","","","446","535","","10930","9500","","531","","","537.5","17343","12649","5581","97","192","278","153","211.5"
"2021-09-13 00:00:00","11800","401","28233","24106","27219","132","500","10500","146","","","409","390","480","","483","9500","","","25793","","106","14500","","28500","26413","10150","470","","4675","10365","40000","349","15600","442.5","27259","10800","","","","443","542.5","","10930","9500","","531","","","537.5","17343","12649","5581","97","192","278","153","211.5"
"2021-09-20 00:00:00","11800","392","27854","24607","26724","113","501.5","10500","136","","","405","386","480","","498","9500","","","25523","","88","14500","","28500","26108","10150","475","","4675","10365","40000","407","15600","441","26988","10800","","","","439","547.5","","10930","9500","","530","","","537.5","17343","12649","5581","97","192","278","153","211.5"
"2021-09-27 00:00:00","11800","388","27166","24138","26251","103","497.5","10500","135","","","401","386","470","","500","9500","","","25059","","78","14500","","28500","25488","10150","498","","4675","10365","40000","447","15600","441","26703","10800","","","","438","550","","10930","9500","","535","","","532.5","15503","10349","4482","81","159","249","107","163.5"
"2021-10-04 00:00:00","11800","385","26784","23908","25750","116","550","10500","152","","","398","386","470","","500","9500","","","24722","","91","14500","","28500","25050","10150","478","","4675","10365","40000","448","15600","437.5","26496","10800","","","","435","550","","10930","9500","","535.5","","","534","15503","10349","4482","81","159","249","107","163.5"
"2021-10-11 00:00:00","21250","397","26523","24028","25604","119","557.5","19000","158","","","410","402","485","","508","16350","","","24681","","94","26000","","40500","24896","17500","500","","3585","7650","38500","449","13300","452.5","26474","21250","","","","449","557.5","","19510","17000","","532.5","","","557.5","15503","10349","4482","81","159","249","107","163.5"
"2021-10-18 00:00:00","21250","427","26086","24275","25157","128","562.5","19000","180","","","436","432","500","","528","16350","","","24534","","114.5","26000","","40500","24515","17500","515","","3585","7650","38500","455","13300","473.5","26537","21250","","","","480","567.5","","19510","17000","","545","","","565","15503","10349","4482","81","159","249","107","163.5"
"2021-10-25 00:00:00","21250","448","26593","24629","25936","122","577.5","19000","179","","","450","451","510","","544","16350","","","25363","","109.5","26000","","40500","25359","17500","540","","3585","7650","38500","455","13300","493.5","27467","21250","","","","500","567.5","","19510","17000","","555","","","577.5","15503","10349","4482","81","159","249","107","163.5"
"2021-11-01 00:00:00","21250","446","27708","24737","27341","116","577.5","19000","177","","","450","450","515","","550","16350","","","26648","","103.5","26000","","40500","26592","17500","545","","3585","7650","38500","456","13300","493.5","28334","21250","","","","501","552.5","","19510","17000","","572.5","","","580","12987","7857","3460","68","119","207","105","149"
"2021-11-08 00:00:00","22750","441","28831","24893","28389","98","580","19000","161","","","453","446","510","","541","16350","","","27498","","85.5","26000","","42500","27446","17500","530","","3140","6125","39250","459","10550","492.5","28778","21250","","","","497","542.5","","19630","17000","","565","","","577.5","12987","7857","3460","68","119","207","105","149"
"2021-11-15 00:00:00","22750","445","29339","25638","28841","92","580","19000","154","","","456","446","510","","528","16350","","","28006","","82.5","26000","","42500","28100","17500","545","","3140","6125","39250","438","10550","497.5","29351","21250","","","","499","542.5","","19630","17000","","565","","","582.5","12987","7857","3460","68","119","207","105","149"
"2021-11-22 00:00:00","22750","443","30104","25790","29662","90","579","19000","148","","","458","444","515","","528","16350","","","28584","","80.5","26000","","42500","29015","17500","540","","3140","6125","39250","392","10550","497.5","30195","21250","","","","498","515","","19630","17000","","565","","","582.5","12987","7857","3460","68","119","207","105","149"
"2021-11-29 00:00:00","22750","438","30914","26133","30376","99","572.5","19000","146","","","453","438","510","","530","16350","","","29414","","89.5","26000","","42500","29906","17500","520","","3140","6125","39250","346","10550","492.5","30842","21250","","","","492","505","","19630","17000","","555","","","571.5","10753","6282","3088","63","96","172","85","137"
"2021-12-06 00:00:00","20250","430","31202","26178","30713","100","572.5","17000","143","","","445","428","510","","530","15500","","","29724","","89.5","23500","","42500","30184","16500","525","","2665","5525","39250","326","8950","482.5","31083","19500","","","","484","500","","18050","15250","","547.5","","","560","10753","6282","3088","63","96","172","85","137"
"2021-12-13 00:00:00","20250","417","30750","26031","30050","105","557.5","17000","152","","","431","415","510","","528","15500","","","28958","","94.5","23500","","42500","29578","16500","515","","2665","5525","39250","337","8950","467.5","30275","19500","","","","471","495","","18050","15250","","557","","","545","10753","6282","3088","63","96","172","85","137"
"2021-12-20 00:00:00","20250","414","29870","25299","29447","112","552.5","17000","159","","","425","410","505","","520","15500","","","28299","","101.5","23500","","42500","28862","16500","510","","2665","5525","39250","338","8950","467.5","29555","19500","","","","467","505","","18050","15250","","550","","","535","10753","6282","3088","63","96","172","85","137"
"2021-12-27 00:00:00","20250","416","29631","24741","28941","124","547.5","17000","173","","","422","413","505","","512","15500","","","27848","","0","23500","","42500","28419","16500","510","","2665","5525","39250","341","8950","462.5","29024","19500","","","","461","505","","18050","15250","","550","","","535","9244","5901","2687","55","88","148","106","151.5"
"2022-01-03 00:00:00","20250","418","29121","24326","28566","118","547.5","17000","168.5","","","424","415","505","","500","15500","","","27215","","107","23500","","42500","27969","16500","510","","2665","5525","39250","346","8950","462.5","28407","19500","","","","463","505","","18050","15250","","545","","","535","9244","5901","2687","55","88","148","106","151.5"
"2022-01-10 00:00:00","20250","419","28826","24255","28615","125","540","17000","170.5","27450","27950","425","416","495","28000","500","15500","","","26977","","114.5","23500","","42500","27830","16500","500","","2825","6575","39000","353","9900","462.5","28802","19500","","","","465","535","","18050","15250","","535","","","530","9244","5901","2687","55","88","148","106","151.5"
"2022-01-17 00:00:00","20250","430","29086","25878","28751","128","547.5","17000","176.5","27450","27950","440","425","500","27650","510","15500","","","27257","","117.5","23500","","42500","27934","16500","515","","2825","6575","39000","388","9900","467.5","28622","19500","","","","471","542.5","","18050","15250","","535","","","537.5","9244","5901","2687","55","88","148","106","151.5"
"2022-01-24 00:00:00","20250","430","28955","25949","28321","131","547.5","17000","183.5","26950","27950","435","425","510","27650","518","15500","","","27140","","120.5","23500","","42500","27651","16500","520","","2825","6575","39000","415","9900","467.5","28389","19500","","","","470","552.5","","18050","15250","","537.5","","","545","9244","5901","2687","55","88","148","106","151.5"
"2022-01-31 00:00:00","20250","429","29396","25683","28816","139","547.5","17000","190.5","26950","28150","438","425","510","29500","530","15500","","","27624","","128.5","23500","","42500","27972","16500","530","","2825","6575","39000","428","9900","470","28807","19500","","","","470","552.5","","18050","15250","","537.5","","","567.5","9728","6527","2852","59","99","156","136","184.5"
"2022-02-07 00:00:00","22250","450","30752","26372","30282","145","580","18750","197.5","29300","28350","462","445","535","29500","535","16750","","","28859","","134.5","26000","","42500","29440","21800","555","","3365","8135","40500","428","11845","492.5","30078","24000","","","","490","552.5","","21370","19600","","550","","","582.5","9728","6527","2852","59","99","156","136","184.5"
"2022-02-14 00:00:00","22250","464","32114","27970","31346","150","592.5","18750","200.5","30300","29800","474","458","545","30500","555","16750","","","29977","","144.5","26000","","42500","30598","21800","570","","3365","8135","40500","422","11845","502.5","31458","24000","","","","503","565","","21370","19600","","560","","","594","9728","6527","2852","59","99","156","136","184.5"
"2022-02-21 00:00:00","22250","466","32898","28335","32085","138","620","18750","187.5","30600","30850","477","460","560","32000","560","16750","","","30930","","132.5","26000","","42500","31407","21800","585","","3365","8135","40500","418","11845","507.5","32417","24000","","","","506","570","","21370","19600","","592.5","","","615","9728","6527","2852","59","99","156","136","184.5"
"2022-02-28 00:00:00","22250","469","33913","28968","33041","137","625","18750","185.5","31450","31100","477","460","610","32600","568","16750","","","31875","","131.5","26000","","42500","32437","21800","585","","3365","8135","40500","427","11845","512.5","33208","24000","","","","509","565","","21370","19600","","627.5","","","620","11355","7823","3405","67","118","182","146","195.5"
"2022-03-07 00:00:00","22250","524","35186","31048","34263","147","707.5","18750","197.5","31100","31500","534","497","710","32550","575","16750","","","32402","","144.5","26000","","42500","32619","21800","680","","4375","9660","39500","456","13800","590","34466","24000","","","","567","595","","21370","19600","","747.5","","","722.5","11355","7823","3405","67","118","182","146","195.5"
"2022-03-14 00:00:00","22250","604","32835","31137","32912","159","790","18750","214","27350","30000","610","578","860","30400","598","16750","","","31181","","156","26000","","42500","30755","21800","761","","4375","9660","39500","577","13800","646.5","33349","24000","","","","648","610","","21370","19600","","882.5","","","804","11355","7823","3405","67","118","182","146","195.5"
"2022-03-21 00:00:00","22250","614","29971","27892","29736","145","785","18750","201","27250","28750","619","588","960","28900","640","16750","","","28228","","142","26000","","42500","28469","21800","761","","4375","9660","39500","597","13800","657.5","30238","24000","","","","658","675","","21370","19600","","1000","","","785","11355","7823","3405","67","118","182","146","195.5"
"2022-03-28 00:00:00","22250","610","27675","27476","27559","147","855","18750","200","25100","26950","612","587","960","27750","658","16750","","","26485","","144","26000","","42500","26492","21800","780","","4375","9660","39500","536","13800","657.5","28568","24000","","","","657","610","","21370","19600","","1000","","","725","13189","9164","4181","79","139","211","146","198.5"
"2022-04-04 00:00:00","22250","605","26916","26778","26627","156","845","18750","205","24100","25600","610","584","960","27750","650","16750","","","25185","","153","26000","","42500","25648","21800","768","","4375","9660","39500","489","13800","655","27411","24000","","","","654","610","","21370","19600","","1000","","","725","13189","9164","4181","79","139","211","146","198.5"
"2022-04-11 00:00:00","21400","603","26208","25966","25989","158","810","18000","203","24250","25150","611","583","960","27750","637","14500","","","24659","","155","24000","","40500","24910","21125","681","","3700","6950","46000","419","11050","652.5","27074","24000","","","","653","605","","20160","18250","","950","","","715","13189","9164","4181","79","139","211","146","198.5"
"2022-04-18 00:00:00","21400","595","26943","26986","26719","152","765","18000","197.5","25350","25400","604","575","940","28100","622","14500","","","25352","","150","24000","","40500","25607","21125","680","","3700","6950","46000","485","11050","642.5","27984","24000","","","","645","570","","20160","18250","","950","","","695","13189","9164","4181","79","139","211","146","198.5"
"2022-04-25 00:00:00","21400","566","29731","28925","28891","151","720","18000","194.5","27500","27400","577","547","930","28050","610","14500","","","28254","","129.5","24000","525","40500","28030","21125","650","","3700","6950","46000","502","11050","617.5","30202","24000","","","","617","572.5","","20160","18250","","940","","","670","13189","9164","4181","79","139","211","146","198.5"
"2022-05-02 00:00:00","21400","512","31615","29737","30427","140","680","18000","179.5","29750","29400","512","492","910","28050","585","14500","","","31376","","118.5","24000","500","40500","29767","21125","610","","3700","6950","46000","500","11050","557.5","32061","24000","","","","562","555","","20160","18250","","930","","","615","10929","7233","3605","68","111","174","145.5","210"
"2022-05-09 00:00:00","21400","487","32249","29951","31017","143","675","18000","182.5","29750","29400","488","467","850","29500","550","14000","","","31982","","121.5","24000","515","40500","30523","19250","560","","3650","7000","42000","494","10900","535","32880","24000","","","","537","555","","19180","14500","","815","","","575","10929","7233","3605","68","111","174","145.5","210"
"2022-05-16 00:00:00","21400","445","31462","28736","30791","130","690","18000","165.5","28000","28400","443","425","850","29000","525","14000","","","31548","","108.5","24000","490","40500","30082","19250","450","","3650","7000","42000","493","10900","492.5","32910","24000","","","","495","535","","19180","14500","","815","","","530","10929","7233","3605","68","111","174","145.5","210"
"2022-05-23 00:00:00","21400","417","29099","26720","28480","131","570","18000","166.5","21250","27200","418","415","770","24950","510","14000","","","29528","","109.5","24000","490","40500","27356","19250","468","","3650","7000","42000","495","10900","465","30626","24000","","","","469","515","","19180","14500","","800","","","510","10929","7233","3605","68","111","174","145.5","210"
"2022-05-30 00:00:00","21400","412","23603","23317","21615","133","567.5","18000","169.5","20250","17950","415","411","700","21100","500","14000","","","23798","","111.5","24000","470","40500","21574","19250","447","","3650","7000","42000","464","10900","462.5","25964","24000","","","","461","465","","19180","14500","","735","","","485","10809","7110","3864","69","109","172","119","181"
"2022-06-06 00:00:00","14000","396","21843","19757","20122","139","550","9500","175.5","17200","16800","391","390","660","18600","497","8000","","","18829","","116.5","20000","480","25000","19499","15125","430","","2825","4775","33000","418","6025","437.5","23137","19500","","","","440","510","","14100","10750","","715","","","460","10809","7110","3864","69","109","172","119","181"
"2022-06-13 00:00:00","14000","381","20112","17185","18736","145","540","9500","179.5","16700","16800","381","374","640","18600","490","8000","","","18445","","122.5","20000","475","25000","17655","15125","463","","2825","4775","33000","393","6025","422.5","21258","19500","","","","424","515","","14100","10750","","685","","","450","10809","7110","3864","69","109","172","119","181"
"2022-06-20 00:00:00","14000","339","18343","16334","18221","131","515","9500","164.5","16200","16800","340","333","590","17650","453","8000","","","17335","","108.5","20000","445","25000","16963","15125","400","","2825","4775","33000","392","6025","377.5","20827","19500","","","","378","487.5","","14100","10750","","630","","","432.5","10809","7110","3864","69","109","172","119","181"
"2022-06-27 00:00:00","14000","297","18306","15790","17846","114","490","9500","146.5","16200","16800","309","292","560","17150","403","8000","","","17107","","91.5","20000","430","25000","16514","15125","365","","2825","4775","33000","371","6025","337.5","20230","19500","","","","337","460","","14100","10750","","612.5","","","390","6778","4950","2760","56","74","108","118","178.5"
"2022-07-04 00:00:00","14000","303","18054","16063","17223","121","487.5","9500","149.5","15700","16550","311","298","540","16500","378","8000","","","17134","","98.5","20000","400","25000","16006","15125","360","","2825","4775","33000","331","6025","342.5","19477","19500","","","","343","425","","14100","10750","","590","","","390","6778","4950","2760","56","74","108","118","178.5"
"2022-07-11 00:00:00","8900","356","18268","15297","17148","113","492.5","7500","139.5","16200","17550","366","353","520","17250","383","6500","","","16544","","90.5","11000","530","18000","15790","8750","390","","2025","3325","29900","302","4825","402.5","19166","11000","","","","398","430","","8640","6500","","590","","","420","6778","4950","2760","56","74","108","118","178.5"
"2022-07-18 00:00:00","8900","370","20207","16673","18308","103","492.5","7500","129.5","16700","17550","371","364","460","19200","395","6500","","","17103","","80.5","11000","520","18000","16212","8750","410","","2025","3325","29900","272","4825","412.5","19955","11000","","","","409","425","","8640","6500","","500","","","455","6778","4950","2760","56","74","108","118","178.5"
"2022-07-25 00:00:00","8900","348","21962","16962","20147","98","525","7500","124.5","17500","17450","349","342","460","22400","390","6500","","","18040","","75.5","11000","390","18000","17776","8750","410","","2025","3325","29900","257","4825","385","20489","11000","","","","387","400","","8640","6500","","500","","","475","6778","4950","2760","56","74","108","118","178.5"
"2022-08-01 00:00:00","8900","317","23751","17547","21835","112","445","7500","127.5","20850","19350","319","310","460","23300","380","6500","","","19731","","79.5","11000","390","18000","19730","8750","400","","2025","3325","29900","227","4825","355","22020","11000","","","","355","422.5","","8640","6500","","495","","","435","4602","3405","1984","41","51","72","90","159"
"2022-08-08 00:00:00","7750","321","25568","21195","23534","109","435","6500","123.5","22350","20200","325","315","455","23050","370","5750","","","22180","","76.5","10500","390","14500","21650","7950","390","","2000","3350","23250","220","4575","355","24183","10500","","","","360","422.5","","7860","5400","","470","","","420","4602","3405","1984","41","51","72","90","159"
"2022-08-15 00:00:00","7750","357","26015","21461","23841","109","455","6500","123.5","22350","21250","362","350","455","23300","385","5750","","","22858","","76.5","10500","465","14500","22016","7950","390","","2000","3350","23250","238","4575","390","24832","10500","","","","395","422.5","","7860","5400","","465","","","430","4602","3405","1984","41","51","72","90","159"
"2022-08-22 00:00:00","7750","361","25881","21510","24239","102","455","6500","116.5","22750","21250","366","353","450","23300","395","5750","","","22884","","69.5","10500","360","14500","22324","7950","380","","2000","3350","23250","264","4575","392.5","24946","10500","","","","398","425","","7860","5400","","465","","","430","4602","3405","1984","41","51","72","90","159"
"2022-08-29 00:00:00","7750","363","25793","21069","24231","103","455","6500","116.5","22650","21250","370","356","430","22350","420","5750","","","22530","","70.5","10500","425","14500","22250","7950","368","","2000","3350","23250","270","4575","397.5","24924","10500","","","","401","445","","7860","5400","","465","","","410","4507","3470","1950","39","52","71","98","163"
"2022-09-05 00:00:00","7750","359","24677","20920","23357","98","435","6250","108.5","22150","21250","368","351","440","22350","440","5750","","","22383","","65.5","10500","415","14500","21498","7950","370","","2025","3800","23350","270","5050","397.5","24665","10500","","","","396","425","","7840","5400","","465","","","400","4507","3470","1950","39","52","71","98","163"
"2022-09-12 00:00:00","7750","339","24588","21739","22647","99","425","6250","108.5","22000","21000","342","328","440","21850","415","5750","","","21766","","66.5","10500","390","14500","21004","7950","360","","2025","3800","23350","272","5050","375","24300","10500","","","","373","415","","7840","5400","","455","","","390","4507","3470","1950","39","52","71","98","163"
"2022-09-19 00:00:00","7750","316","24568","21481","22518","101","430","6250","110.5","21850","21000","322","305","445","21700","390","5750","","","21340","","68.5","10500","380","14500","20865","7950","355","","2025","3800","23350","267","5050","351.5","24178","10500","","","","350","405","","7840","5400","","450","","","390","4507","3470","1950","39","52","71","98","163"
"2022-09-26 00:00:00","7750","316","24349","21353","22726","98","440","6250","110.5","21850","20800","322","292","460","21700","385","5750","","","21207","","65.5","10500","380","14500","20763","7950","355","","2025","3800","23350","264","5050","352.5","24155","10500","","","","351","405","","7840","5400","","465","","","395","5035","3889","2216","47","59","78","91.5","149.5"
"2022-10-03 00:00:00","7750","333","24524","20719","22719","96","445","6250","108.5","21750","20800","338","309","490","21550","395","5750","","","21294","","63.5","10500","410","14500","20652","7950","365","","2025","3800","23350","273","5050","372.5","24239","10500","","","","368","415","","7840","5400","","507.5","","","420","5035","3889","2216","47","59","78","91.5","149.5"
"2022-10-10 00:00:00","8000","334","24418","21040","22662","96","455","6500","108.5","21750","20800","340","311","500","21300","405","6250","","","21285","","63.5","9850","390","14500","20551","7450","395","","2600","3990","22000","278","5050","372.5","24246","9500","","","","370","425","","7620","5400","","537.5","","","432.5","5035","3889","2216","47","59","78","91.5","149.5"
"2022-10-17 00:00:00","8000","332","24277","21198","22585","97","455","6500","109.5","21750","20800","336","312","500","21300","405","6250","","","21123","","87","9850","470","14500","20338","7450","395","","2600","3990","22000","285","5050","372.5","24176","9500","","","","371","422.5","","7620","5400","","551.5","","","427.5","5035","3889","2216","47","59","78","91.5","149.5"
"2022-10-24 00:00:00","8000","325","24351","21680","22558","93","470","6500","103.5","21600","20800","328","306","500","21300","405","6250","","","21143","","82","9850","450","14500","20665","7450","395","","2600","3990","22000","293","5050","367.5","24203","9500","","","","365","410","","7620","5400","","551.5","","","422.5","5035","3889","2216","47","59","78","91.5","149.5"
"2022-10-31 00:00:00","8000","318","23600","22246","22220","85","465","6500","94.5","20800","20650","323","300","490","20900","405","6250","","","20740","","74","9850","430","14500","20021","7450","379","","2600","3990","22000","300","5050","362.5","23860","9500","","","","359","400","","7620","5400","","495","","","407.5","5002","4202","2554","57","63","78","86","147"
"2022-11-07 00:00:00","8100","313","22248","21998","21481","83","457.5","6650","92","20050","20400","320","265","490","20350","394","6250","","","20630","","72","10350","420","15000","18986","7450","370","","2600","3975","22500","306","5100","357.5","22976","9500","","","","354","385","","7720","5400","","505","","","400","5002","4202","2554","57","63","78","86","147"
"2022-11-14 00:00:00","8100","307","21319","20982","20399","89","435","6650","96","19050","19550","313","257","460","19350","378","6250","","","18825","","77","10350","370","15000","18023","7450","345","","2600","3975","22500","305","5100","352.5","21898","9500","","","","346","375","","7720","5400","","495","","","387.5","5002","4202","2554","57","63","78","86","147"
"2022-11-21 00:00:00","8100","301","21096","21124","19835","97","442.5","6650","104","18300","19300","306","259","450","18350","368","6250","","","18403","","85","10350","370","15000","17733","7450","335","","2600","3975","22500","280","5100","344.5","21532","9500","","","","338","375","","7720","5400","","480","","","380","5002","4202","2554","57","63","78","86","147"
"2022-11-28 00:00:00","8100","312","20975","19842","19843","96","445","6650","104","17900","19050","313","271","450","18100","350","6250","","","18069","","84","10350","360","15000","17629","7450","361","","2600","3975","22500","259","5100","353","21227","9500","","","","347","375","","7720","5400","","475","","","382.5","5022","4221","2550","53","64","77","83","132.5"
